# ---
# experiment_id: MOF Synthesis_Aditya_and_Hardik 2_20250724_172122
# experiment_name: MOF Synthesis
# operator_name: Aditya_and_Hardik 2
# target_compound: MOF
# project_id: MOF_Phase1
# sample_type: MOF_synthesis
# solvent: methanol
# temperature_c: 25
# notes: 
# created_at: 2025-07-24T17:21:22.822428
# instrument_serial: 2
# measurement_timestamp: 2025-07-24T17:48:36.885505
# well_id: A2
# slot: Well A2 form UWSUNLab 10 Well Plate 14000 µL on slot 2
# pixels: 2068
# integration_time_us: 1000
# scans_averaged: 1
# boxcar_width: 0
# dark_id: dark_20250724_174304
# white_id: white_20250724_174309
# wavelength_unit: nm
# absorbance_unit: AU
# ---
wavelength_nm,0 min,15 min
484.6,-0.0,-0.0
485.1,-0.0,-0.0
485.5,-0.0,-0.0
486.0,-0.0,-0.0
486.5,-0.0,-0.0
487.0,-0.0,-0.0
487.5,-0.0,-0.0
488.0,-0.0,-0.0
488.5,-0.0,-0.0
488.9,-0.0,-0.0
489.4,-0.0,-0.0
489.9,-0.0,-0.0
490.4,-0.0,-0.0
490.9,-0.0,-0.0
491.4,-0.0,-0.0
491.8,-0.0,-0.0
492.3,-0.0,-0.0
492.8,-0.0,-0.0
493.3,-0.0,-0.0
493.8,-0.0,-0.0
494.2,-0.0,-0.0
494.7,-0.0,-0.0
495.2,-0.0,-0.0
495.7,-0.0,-0.0
496.2,-0.0,-0.0
496.7,-0.0,-0.0
497.1,-0.0,-0.0
497.6,-0.0,-0.0
498.1,-0.0,-0.0
498.6,-0.0,-0.0
499.1,-0.0,-0.0
499.5,-0.0,-0.0
500.0,-0.0,-0.0
500.5,-0.0,-0.0
501.0,-0.0,-0.0
501.5,-0.0,-0.0
501.9,-0.0,-0.0
502.4,-0.0,-0.0
502.9,-0.0,-0.0
503.4,-0.0,0.056649111155139896
503.9,-0.0,-0.0
504.4,-0.0,-0.0
504.8,-0.0,0.026045267256870657
505.3,0.0721084696150867,0.06040585042099349
505.8,-0.0,-0.0
506.3,0.0051631122229432,-0.0
506.7,-0.0,0.17299927975709706
507.2,-0.0,0.10089999129100477
507.7,-0.0,0.12196968691565074
508.2,0.3735094918731111,0.19772106371896764
508.7,-0.0,0.1718809403168223
509.1,0.1387701825262191,0.1867716214104498
509.6,0.2604509612937317,0.31931745015094276
510.1,0.2604510062702902,0.12245784431510796
510.6,0.26045098375388,0.27216142200294585
511.1,0.2672601391485751,0.3495019266305065
511.5,0.2867885354844179,0.12437086519187764
512.0,0.4554117794472197,0.3010289783214459
512.5,0.2832419479603676,0.34373055007721526
513.0,0.4144832388005109,0.3239669638286556
513.5,0.4296146360219922,0.23208546304305844
513.9,0.385615977644927,0.6095850686238921
514.4,0.4233431501122432,0.4243909037266824
514.9,9.0,0.7750908562757534
515.4,0.4886815598892853,1.0304871279954673
515.8,9.0,0.867293798621161
516.3,0.9739252879402494,0.41308766937663516
516.8,1.1683236265159067,1.1738561132258771
517.3,0.8408522879350926,0.6418789200776192
517.7,1.082216123264087,1.5828183536277176
518.2,1.069938483658572,0.9472916022395182
518.7,0.9494321519768528,0.8943846143437516
519.2,9.0,0.9727740115977519
519.7,9.0,1.503965239060116
520.1,0.8645537199459281,9.0
520.6,0.8369511768767559,1.5224978871013708
521.1,0.7883255851327459,1.2746285870585896
521.6,1.619898259381207,1.2191654356638222
522.0,9.0,0.8961610352899374
522.5,1.1742526834538365,0.69530311311333
523.0,0.991014381585602,0.9944475555863227
523.5,0.9820155572656244,1.6602301359751006
523.9,1.234629968644287,0.8917079870601101
524.4,9.0,0.5838837691069156
524.9,1.422719995595335,1.4320600199536828
525.4,1.060562603576669,0.8695458133750841
525.8,1.5745889239059152,0.9136624844335808
526.3,0.9556161252494104,9.0
526.8,0.8856900075210316,1.014434939199829
527.3,0.7259196348988107,0.8610091375101883
527.7,9.0,0.7087384802649498
528.2,0.6128150242277771,0.8760561900129298
528.7,0.8046241836038025,9.0
529.2,1.1057766629304815,1.937372079451904
529.6,1.0180817957717478,9.0
530.1,0.6369194963659094,0.7055981790894357
530.6,0.8892191580279184,0.8917079565416339
531.1,0.8158360663323452,0.9154802755696025
531.5,0.85546085639177,0.7665975741936019
532.0,0.9969496150794488,0.9536285938092093
532.5,0.7835661932670537,0.7853871352977563
533.0,1.1937075436609392,0.5893682975401723
533.4,0.7976906711737701,0.8622212890965368
533.9,0.7510422967659001,0.7524779804705065
534.4,0.5685531445345385,0.6031472796801961
534.8,0.6992540541905822,0.7006897378777368
535.3,0.669189319471108,1.1528410200300359
535.8,0.5641773915696072,0.5651862042463429
536.3,0.4388892217716716,0.8905391134396851
536.7,0.8414632511353866,0.5898853814699664
537.2,0.4634459855802277,0.3914664052572787
537.7,0.6020573172879465,0.7400982558420975
538.2,0.4957534912948332,0.5426204502911148
538.6,0.3773165966109911,0.25766138471424266
539.1,0.1864160590247426,0.32796972218000525
539.6,0.3258515570277567,0.35333697017702836
540.0,0.231846549669879,0.2390111661175164
540.5,0.1167853850818324,0.26239904544769943
541.0,0.1361928689655622,0.0405598204728289
541.5,0.0854295337387388,0.09650129685285183
541.9,-0.0,-0.0
542.4,-0.0,-0.0
542.9,-0.0,-0.0
543.3,-0.0,-0.0
543.8,-0.0,-0.0
544.3,-0.0,-0.0
544.8,-0.0,-0.0
545.2,-0.0,-0.0
545.7,-0.0,-0.0
546.2,-0.0,-0.0
546.6,-0.0,-0.0
547.1,-0.0,-0.0
547.6,-0.0,-0.0
548.1,-0.0,-0.0
548.5,-0.0,-0.0
549.0,-0.0,-0.0
549.5,-0.0,-0.0
549.9,-0.0,-0.0
