# ---
# experiment_id: ZIF-67 Synthesis - 5 identical vials_Shuan_20250728_192744
# experiment_name: ZIF-67 Synthesis - 5 identical vials
# operator_name: Shuan
# target_compound: ZIF-67
# project_id: None
# sample_type: MOF_synthesis
# solvent: methanol
# temperature_c: 25
# notes: Synthesis of 5 identical vials of MOF
# created_at: 2025-07-28T19:27:44.279184
# instrument_serial: 2
# measurement_timestamp: 2025-07-28T20:00:47.041227
# well_id: A3
# slot: Well A3 form UWSUNLab 10 Well Plate 14000 µL on slot 2
# pixels: 2068
# integration_time_us: 10000
# scans_averaged: 50
# boxcar_width: 50
# dark_id: dark_20250728_192915
# white_id: white_20250728_192926
# wavelength_unit: nm
# absorbance_unit: AU
# metal_precursor_name: Co+2
# metal_precursor_vol_ml: 1.66
# organic_precursor_name: 2-methylimidazole
# organic_precursor_vol_ml: 1.0375
# solvent_name: methanol
# solvent_vol_ml: 7.2625
# total_volume_ml: 9.96
# ---
wavelength_nm,0 min,20 min,40 min,60 min,80 min,100 min,120 min,140 min,160 min,180 min,200 min,220 min
238.1,0.0235332602912533,0.1274718983708468,0.3715329215135713,0.604128305471613,0.6972958903727903,0.6375427775172852,0.690719169328376,0.8248676859501877,0.7445284964671,0.6398925936608786,0.7537265722491585,0.9125048130714654
238.6,0.2606424911125066,0.4657968752526954,2.2807350396283006,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
239.2,-0.0,0.131748647033626,0.5308552689443415,1.2561330710815222,9.0,1.5912604475644578,9.0,9.0,9.0,1.652965979911086,9.0,9.0
239.7,0.2998259087456991,0.5238210152857393,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
240.3,-0.0,0.0087548781084461,0.2674037304240329,0.5162730935734365,0.616410161181168,0.5570822970272482,0.6115049300453045,0.7638245420253528,0.6876597017544469,0.5726210387500911,0.6882084181951936,0.8766062451198446
240.8,0.1705013514481623,0.3016146785326252,0.7086204362410115,1.4570226771257,9.0,1.8061044696455253,9.0,9.0,9.0,2.195029422744506,9.0,9.0
241.3,0.2159008645897002,0.3596326157255844,0.8561507874681458,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
241.9,-0.0,-0.0,0.0881686650105364,0.1956447326215596,0.2272935388136931,0.2110261128631082,0.2305998591815198,0.2738015036102418,0.2547620746802425,0.2205181315098764,0.2535371486538451,0.2995887074349841
242.4,0.0479455829002457,0.1643136858920449,0.5109318651534839,0.9460742429672876,1.1954885296456943,1.053498721356989,1.238550722491352,9.0,1.632709921730134,1.1476992346310089,1.6135937918509249,9.0
243.0,0.0709016994613145,0.2093581068678575,0.6909309097487465,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
243.5,-0.0,0.0978391853355999,0.3744081797886688,0.6341070618974387,0.7437398754914336,0.6974813605476521,0.7634409939013799,0.9438328863878792,0.8648840788904519,0.7396257929998359,0.8526205856229147,1.086461617891727
244.0,-0.0,0.0698228337626736,0.413406750644675,0.8257704268789391,1.0780067175808463,0.9657708557190549,1.1317340801426414,2.9212444834999336,1.5519087445530662,1.085689408222178,1.5032066071820944,9.0
244.6,-0.0,-0.0,0.1671527953110872,0.2914714466700972,0.3333549553051707,0.3184255400022321,0.3402340317133777,0.3935347335124788,0.3738077156825831,0.3357137527509237,0.3709165434193038,0.42421577055364645
245.1,0.0360056689884467,0.1305585020385767,0.3815665249829819,0.6007659019078906,0.6871318951874968,0.6603109572086193,0.705175645967507,0.8329228225618193,0.7830438190287562,0.6942469865084502,0.7784726785526599,0.9200924055631905
245.6,0.0845185504034536,0.2065992252940172,0.5937810727626626,1.1602485792807045,1.7422538746056937,1.5158823478934629,2.137457611699561,9.0,9.0,1.9094218151640536,9.0,9.0
246.2,0.0435159433342164,0.1377059655115858,0.3915680122924616,0.6145248739387549,0.7024265516884733,0.6834006657581738,0.72648086394698,0.85598989696644,0.8083197128322339,0.7196179801034273,0.8024502653198167,0.9524824294451391
246.7,0.0473802112281859,0.1679575955626517,0.5570555442966408,1.1301692091368434,1.7445323143811196,1.547859995189742,2.260803779610155,9.0,9.0,2.0948456696924387,9.0,9.0
247.3,0.0120822764416792,0.111250470999902,0.3921026572648257,0.6553885066999711,0.7717159299639801,0.7509442386158717,0.801650700935596,0.9886782122145612,0.9174934714266824,0.7980797299189828,0.914494134926734,1.154196132611829
247.8,-0.0,-0.0,-0.0,0.0612090777076308,0.0894601014143441,0.0853815330523755,0.0961196621659963,0.1294513818415626,0.1183336411520187,0.0959426284170174,0.1181286968019076,0.1502861825124398
248.3,0.0503310821260395,0.1743568228637611,0.6132758344576955,1.5317634961930957,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
248.9,-0.0,0.0805432231900776,0.3216906729972241,0.5238316278931703,0.6038649740786065,0.5939892417730246,0.6212842690113634,0.7277879898454144,0.6918141345866203,0.624884549128063,0.6921155101402879,0.8087138495117673
249.4,0.0698642102148768,0.1715690174681364,0.4838399939619173,0.8046622711021811,0.965843506875766,0.9493728774870284,1.00705211779191,1.3207691980799705,1.202004843401318,1.0213362146550045,1.1999576345395506,1.7607763388927107
249.9,-0.0,-0.0,0.1861941754002214,0.3365760670721815,0.389928221965503,0.3855712911042894,0.4020348949875662,0.4687064570845824,0.4487400369237269,0.406397410618739,0.4477672174651096,0.5135459147841427
250.5,-0.0,0.0975372912634806,0.4105773891856981,0.7285159165825428,0.8913219265179325,0.8769731675413222,0.9311954583900408,1.255987743372511,1.1352003532119,0.95459346796304,1.1244765231873586,1.6788080981785793
251.0,0.0125779050529535,0.107556617788842,0.3959358647969263,0.6631381674982272,0.788453098456155,0.7781149235073758,0.8153893132919259,1.0198136977253691,0.9501825312679546,0.8328745580377966,0.9472433341668544,1.1987995706761294
251.5,-0.0,0.0372122425817011,0.3267387415219075,0.5930020881171881,0.7186084754275412,0.7072513321068068,0.7439039528484483,0.9438108527999026,0.8793829719389824,0.7637065742258544,0.87820211064399,1.122716683225665
252.1,-0.0,0.0277866109280405,0.2770474885032025,0.4799934273107117,0.5673762680446369,0.5608369106832338,0.5833566769943126,0.697177120092867,0.6658058113389549,0.5964364212592408,0.664203365147451,0.7821879164632749
252.6,-0.0,0.0693408426720164,0.357991100889125,0.6226006726759539,0.7481858597559534,0.7416936158280535,0.7738728559942399,0.9698190144316884,0.91615922230043,0.8007693383371902,0.9149967509513088,1.1515141028722646
253.2,0.0322291010322133,0.1432241728192586,0.5215334287281523,1.0045810945529698,1.4352447352287132,1.409780580608926,1.5698478249813446,9.0,9.0,1.8260743762599927,9.0,9.0
253.7,-0.0,0.0164982396868033,0.2859683178058907,0.5177735386075062,0.6221860793109861,0.6197644097084818,0.6394092205173809,0.7925268835713027,0.7531528446501825,0.6689487442435343,0.7523137870348688,0.9092125416150749
254.2,-0.0,0.1062842957768103,0.449389778172882,0.8211156853701277,1.054276742982521,1.0480672778888522,1.1053020073734727,1.8829619157515949,1.5655783769918572,1.196322467032903,1.553016308652718,9.0
254.8,-0.0,0.0082664895057013,0.2996558461017353,0.5621059055020974,0.6887739569843367,0.6869066168984955,0.7158703134225127,0.9205069948678808,0.8708671265316263,0.7558709455903571,0.8697091620564082,1.0907875777603016
255.3,-0.0,-0.0,0.2297664319085719,0.459951069922687,0.5646864475668129,0.5632043069327917,0.5841991096228236,0.7386658316684992,0.7023847130111371,0.6180371743639398,0.7039731930939335,0.8461483933448816
255.8,0.0259256370993503,0.1296864470345851,0.4753560326101245,0.8420977431418392,1.0646529512870029,1.0697132836874996,1.117047979723291,1.8779055627044423,1.5831121764021905,1.220099086221873,1.5926376069624453,9.0
256.4,-0.0,0.0857903574290665,0.4296168116203311,0.7909031254808723,1.0142878702952425,1.0213758270859992,1.0629438097315158,1.797777042038537,1.529366228243124,1.1651908633166628,1.5177958432688374,9.0
256.9,-0.0,0.0133478649953114,0.2709208573629789,0.4755441642197426,0.5647416845728586,0.570034995083926,0.5813794957941719,0.710339460312048,0.6841695905126768,0.6102594274656383,0.6816314080368475,0.7877762286920145
257.4,0.0163355677405171,0.1146760805589467,0.4352933481187862,0.7416787036198537,0.9097312295316294,0.9220334473078378,0.9410188681373984,1.2841084580913442,1.2001307402378052,1.0094547263296916,1.192543866316352,1.657590652513424
258.0,-0.0,-0.0,0.3070497011261136,0.6133988698764107,0.7815055513487204,0.7952178696583079,0.815701828090575,1.158791418044521,1.071975165316411,0.8804814107856466,1.0616655583178212,1.5162424899711615
258.5,-0.0,0.0942050321047639,0.4449369078909037,0.8098983722217089,1.0452939676117314,1.0683296127511197,1.0976889945212185,1.9530307143797847,1.633701267998828,1.2101773822433262,1.588207484062444,9.0
259.0,-0.0,-0.0,0.2088462159573497,0.3962109549431349,0.4754433783271707,0.4830665154314328,0.4915019784529684,0.6020475421762311,0.5805625171321108,0.5173311843628962,0.5753653982005619,0.6604284000809356
259.6,-0.0,0.0006006616856122,0.2618717797408909,0.4708821169052841,0.5618732679723202,0.5700349949877832,0.5798869121882059,0.7133681137457034,0.6898903489245668,0.6134671577319111,0.6816314080368474,0.7901877267176037
260.1,-0.0,-0.0,0.2993404819438994,0.6124157462861182,0.7786162641488299,0.7967164078535661,0.8141364482156234,1.18003470386734,1.1012316403167814,0.8915439017911027,1.0728602348839975,1.53227361899062
260.6,-0.0,-0.0,0.1846126117420346,0.3759807817040903,0.4566511347233863,0.4636902288176797,0.4702478267282158,0.5865820048477924,0.5671976779749536,0.5015180085177842,0.557212325940982,0.6438980979321131
261.2,-0.0,0.0627881669078236,0.4500661239324948,0.92152509146416,1.3056239390937292,1.3729795813766723,1.4178541030571548,9.0,9.0,1.8188026963044817,9.0,9.0
261.7,0.0114645418409851,0.1034084216382924,0.4065208897486579,0.6761142671338227,0.8069250834337452,0.8246178783326965,0.8294882548145351,1.0705541735470343,1.0246748189916342,0.887330301165146,1.0012976400437836,1.2109186135302363
262.2,-0.0,0.064580661497059,0.3662105944129518,0.6334711466027866,0.7615754748977013,0.7799179563428382,0.782495774091392,1.020376567335976,0.9777128548415568,0.8423677306272689,0.9565845127220282,1.1499285460582402
262.8,-0.0,-0.0,0.1745037439117183,0.365848044200476,0.443280151659867,0.4562270010291138,0.4570756805151436,0.5767053992985057,0.5600908785561155,0.4913714625352786,0.5464540619193399,0.6280423375480891
263.3,0.0037363230927676,0.1280094939939997,0.6552665691286238,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
263.8,0.0244534435052602,0.1564317937326363,0.7682237304485149,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
264.4,-0.0,0.0176106371117264,0.3006438060014244,0.5386310335828051,0.6466777074083879,0.6682385216134323,0.6650843457658283,0.849408035750691,0.8239131058914692,0.7179130791716275,0.7987988761411362,0.9268202509050918
264.9,-0.0,0.0956824849533051,0.4456946246311958,0.8102388152898314,1.0261806525871546,1.0795298703422236,1.0696651628616398,1.910826092628968,1.6976584346979957,1.2114913610117823,1.5189634752178516,9.0
265.4,-0.0,0.0791298596558753,0.4605011984115553,0.905781575424934,1.236183420468351,1.3485048470507686,1.3245780335325696,9.0,9.0,1.6774720817646822,9.0,9.0
266.0,-0.0,0.0118799527450224,0.3360748450093118,0.642875826882579,0.8032916973312624,0.8462294437333427,0.8381966310187134,1.2090124484616347,1.1594089077661245,0.9315617193479326,1.0892449339203278,1.432108996549474
266.5,0.0242467891442598,0.124528071630989,0.4750646536611589,0.8381807752217614,1.0460286212158587,1.1122272720915527,1.098233583116952,1.8907804386462927,1.7415559293841256,1.2463407373595334,1.5597877486629164,9.0
267.0,-0.0,-0.0,0.102765787021849,0.2676628839119837,0.3287329031193579,0.3452791897264482,0.3416526109719184,0.4349441119303629,0.426333146075658,0.3717406216972895,0.4123504070072883,0.4656550072724998
267.6,-0.0,-0.0,0.2008177650730475,0.3945358094230125,0.470664808557487,0.4922290483349241,0.4864081238565311,0.6109590985221648,0.5984857399546742,0.52757185506234,0.5797007047651325,0.6516171649623267
268.1,-0.0,0.0207454693393918,0.3245126860570932,0.5901684620452474,0.7120174409100711,0.7506959956387728,0.7365428362916385,0.979820486139268,0.9507305427819815,0.8164017081499325,0.9143301344575786,1.0766465933354832
268.6,0.0172435978790574,0.138783915249976,0.6505747929076855,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
269.2,-0.0,-0.0,0.2656735372888514,0.478549833569963,0.5647623928194735,0.5914907720921678,0.5834142675036499,0.7304898291646454,0.7145489985484463,0.6347765868321722,0.692153336402294,0.7789720787460815
269.7,-0.0,0.0462888427879187,0.3156294301793292,0.5292880754610154,0.6160409704155867,0.642769349688281,0.6340050576602674,0.7817684067607588,0.7667595392339815,0.6868306043720126,0.7425486399028162,0.8291721654639558
270.2,-0.0,0.0296215955291093,0.3157502288643959,0.5528316405586071,0.6556120627868631,0.6874218116014046,0.6777704153943047,0.8599857227889784,0.8406703898845833,0.7426268251601621,0.8076810538310756,0.9223378516826172
270.8,0.0672300838753979,0.2021165878019549,0.8646656943540867,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
271.3,-0.0,0.089678695896527,0.467802867898056,0.8902912619923463,1.1830289414096595,1.3103699171803185,1.2764026660335253,9.0,9.0,1.654539410625157,9.0,9.0
271.8,-0.0,0.0064266174176641,0.35426071838342,0.702773510131783,0.9009776419623148,0.9743931191508024,0.9506127791239772,1.62034531106472,1.489555786728825,1.122315722143587,1.3116193862358112,2.468664530503384
272.4,-0.0,0.1159227465126753,0.6120106873256401,2.039082360681866,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
272.9,-0.0,0.0404596308703164,0.3641283909997984,0.6655221706059282,0.817995606643588,0.8710999034365353,0.8545642554324813,1.208215055177899,1.1441011450578489,0.977606218626731,1.0776463326522818,1.3492234238325216
273.4,-0.0,-0.0,0.2516614999519529,0.4657637887900115,0.5543381727217098,0.5859166766869149,0.5745568919338342,0.7247335320174266,0.7035187059403383,0.6363288552060967,0.67652290800835,0.7683058308933394
