# ---
# experiment_id: ZIF-67 Synthesis - 5 identical vials_Shuan_20250728_192744
# experiment_name: ZIF-67 Synthesis - 5 identical vials
# operator_name: Shuan
# target_compound: ZIF-67
# project_id: None
# sample_type: MOF_synthesis
# solvent: methanol
# temperature_c: 25
# notes: Synthesis of 5 identical vials of MOF
# created_at: 2025-07-28T19:27:44.279184
# instrument_serial: 2
# measurement_timestamp: 2025-07-28T19:51:20.814612
# well_id: A1
# slot: Well A1 form UWSUNLab 10 Well Plate 14000 µL on slot 2
# pixels: 2068
# integration_time_us: 10000
# scans_averaged: 50
# boxcar_width: 50
# dark_id: dark_20250728_192915
# white_id: white_20250728_192926
# wavelength_unit: nm
# absorbance_unit: AU
# metal_precursor_name: Co+2
# metal_precursor_vol_ml: 1.66
# organic_precursor_name: 2-methylimidazole
# organic_precursor_vol_ml: 1.0375
# solvent_name: methanol
# solvent_vol_ml: 7.2625
# total_volume_ml: 9.96
# ---
wavelength_nm,0 min,20 min,40 min,60 min,80 min,100 min,120 min,140 min,160 min,180 min,200 min,220 min,240 min
223.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
224.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
224.6,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
225.1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
225.7,9.0,9.0,0.955701751158941,0.4083169574176367,0.3694569174840169,0.498962869685855,0.3481496030904655,0.2569694781038444,0.4430366779355687,0.4547524557805065,0.5631705513980969,0.4173882109761753,0.343456049788854
226.2,9.0,0.2443123708331708,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
226.8,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
227.3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
227.8,-0.0,-0.0,0.7405690889002716,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
228.4,-0.0,-0.0,0.1132940315593263,0.482182126957765,0.5290517235963837,0.3357766556156412,0.6093479573943852,1.026110365068328,0.4113651789610391,0.4004170039522367,0.2967510109454456,0.4677089020684558,0.6034340850643781
228.9,0.5021947283332563,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
229.5,0.4816758296647227,0.8802613553720208,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
230.0,0.25662228832042,0.5030446670492007,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
230.5,-0.0,0.0038263940906327,0.3602442675121443,0.8071277525565727,0.848101661917249,0.6188733473568035,0.9740645853414888,2.229838434978633,0.7337454738731191,0.6935069261420556,0.5878703347321192,0.805385707949953,0.9579591488273747
231.1,0.4337288268932101,0.6080210084553527,1.9488913015282163,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
231.6,0.139212690947306,0.2528373111855025,0.6219641562753994,1.1119929679902472,1.1791991929472414,0.9143915317411598,1.3541560380672453,9.0,1.0413925294659845,0.9870543878603448,0.884346015318696,1.1355821502064043,1.312701641830476
232.2,0.1817048607253867,0.3579434365951353,1.7464441370579509,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
232.7,0.5522903059175391,1.6875583678797363,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
233.2,0.7146740549224344,1.7998044359014267,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
233.8,0.4565106087399086,0.6962746563245269,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
234.3,-0.0,-0.0,0.2289831683064075,0.4480188726652243,0.4712343790040503,0.3832200006510536,0.5275915539590256,0.6497975742174877,0.4304466413354164,0.4190131229244473,0.3834072636625001,0.4724973564255848,0.5071924076693353
234.9,0.0322281343398142,0.1338189219200211,0.4482720312867942,0.7801705963301913,0.8164458054077195,0.679219318179403,0.9304876629216564,1.2400559599281151,0.7594649329046568,0.7406936107850008,0.6795067191379975,0.8347578742041947,0.895075647954014
235.4,0.0863565034178514,0.2224807668472062,0.8086175590678861,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
235.9,0.1330604541475789,0.2983629175374045,1.3409681012939776,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
236.5,0.4198601167858838,0.694325518833153,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
237.0,0.1201420574298112,0.2547208345092709,0.790578053280701,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
237.6,0.0551015450224141,0.1903809764687673,0.7313604864850275,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
238.1,0.0934622934392602,0.1883624975661889,0.467661187346044,0.7143369074201209,0.7510009595747467,0.6802514753622236,0.8161942624151666,1.0025722683023766,0.7317619665163809,0.7302051803096231,0.700090030427664,0.8099254597879892,0.8305736466687569
238.6,0.3910148816427052,0.6153536599655748,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
239.2,0.0827088544343732,0.215668038195014,0.7409897019103987,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
239.7,0.4381375201543186,0.7039274465934007,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
240.3,-0.0,0.0703783543030199,0.3647619754956697,0.6222195743000792,0.6666793486927528,0.6085698711115106,0.7529827467103384,0.9641707621673123,0.6745882919327373,0.679834373851439,0.640620966831056,0.7630410792871869,0.7738726019741764
240.8,0.2532783326139549,0.3886682282898253,0.9086845456946108,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
241.3,0.3038632148641019,0.454072893322798,1.159223468134044,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
241.9,-0.0,-0.0,0.1326063904294065,0.2298180449453319,0.2456163118039293,0.229737251200021,0.2665892010896258,0.3146491077924234,0.2495163909731212,0.2527129760061253,0.2433596526275459,0.2750551365997637,0.27559352287055794
242.4,0.1160866860787443,0.2376461395036302,0.6533898256412394,1.2166249005479954,1.416104524178599,1.2339026846420762,2.00431990250647,9.0,1.5159916840196916,1.5632886749802348,1.4086954430676135,9.0,9.0
243.0,0.1520148464216989,0.3010479763168419,0.962268522863908,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
243.5,0.0567537238089442,0.1608058954820266,0.4723245335163394,0.7492272589605464,0.808697694988338,0.7605059318768334,0.9028840412039264,1.19999846288486,0.8368626207021963,0.8547730720919581,0.8135249550850578,0.958868736524143,0.9591575136685278
244.0,0.0207131352411626,0.144480561000688,0.5545976207363763,1.084985338109731,1.263427815819678,1.131734062389285,1.827580306097114,9.0,1.4156099045438604,1.495293448840507,1.304572993307605,9.0,9.0
244.6,-0.0,0.0367469615703471,0.2185010043756423,0.3319052733406795,0.3532624980329891,0.3407063782496396,0.3818185638579215,0.4442913207416898,0.3644419111508298,0.3715186036069041,0.3596022335398197,0.3992430327989465,0.3966146155322411
245.1,0.0904442774547166,0.1890610122946431,0.4663711157477311,0.6820407454526957,0.7322375920432016,0.7062185229852144,0.8055006201752634,0.9869146067709562,0.7628793738420034,0.7799394883874377,0.7514325353234541,0.8523987677857864,0.8424623221403919
245.6,0.1525586352056381,0.2867498513081523,0.7637065503984147,1.6715161326845422,9.0,2.107364581453939,9.0,9.0,9.0,9.0,9.0,9.0,9.0
246.2,0.0962795787088109,0.1949632590748858,0.4800717446044057,0.696417576476466,0.7513927397027997,0.7275262511400877,0.8231462236273979,1.0193011017888214,0.7891310435325992,0.801440896371862,0.7763545732655917,0.8800331396223554,0.8713837777786633
246.7,0.1125372687275622,0.2455361402581528,0.7323101613134776,1.647955369579561,9.0,2.358396230196513,9.0,9.0,9.0,9.0,9.0,9.0,9.0
247.3,0.0659145686931635,0.172915107499489,0.4927107036079844,0.7589947644616898,0.8330676875301065,0.809924863923045,0.9348925883406236,1.2748622605800706,0.8956464565354304,0.913057333563979,0.879417043493732,1.0320056776376094,1.016330639159279
247.8,-0.0,-0.0,0.0103688668790387,0.0858136058276302,0.1027390760357494,0.0978228502389622,0.1211943602121465,0.162408904937386,0.1140130007444574,0.1181845789877003,0.11173101135034,0.1364283112842761,0.1336781314228346
248.3,0.1165943151214528,0.2631891104786095,0.8388508672106584,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
248.9,0.0412064905409988,0.1380593840221519,0.4022307783621846,0.5883027319748879,0.6415730267007069,0.6278904199846735,0.7011318940653377,0.862724648477531,0.6808082033406564,0.6894107294423781,0.6726609434384007,0.7543747361963064,0.7456940758474193
249.4,0.1247865143190432,0.2425493478634954,0.6010188827111703,0.9306983359159234,1.051528024981785,1.0285332613973477,1.2283454234117426,9.0,1.1687953393959112,1.1916815769840707,1.1478777135523173,1.4351295537889694,1.3966767729181497
249.9,-0.0,0.0344744573347904,0.2476741371120908,0.3794087788297646,0.4136894390086496,0.4077738369518681,0.4519622766118308,0.5428187413571766,0.4415496218119814,0.4467247458040904,0.4371723988100176,0.4857292284147801,0.47956726168570857
250.5,0.049897352484007,0.1674895989085668,0.526157930706248,0.855672657929625,0.97408627924888,0.9558092997722936,1.148846173143803,9.0,1.09699794567835,1.1250154348077603,1.084375129557533,1.389847486907586,1.3175004852171073
251.0,0.0619528892287518,0.1731064119271857,0.4988238992453604,0.7614605319706967,0.8489251840945662,0.836390453650417,0.9582303471260486,1.363520352146672,0.9304311883716928,0.9493095779890862,0.924213559044826,1.094936426805892,1.0600922660635037
251.5,-0.0,0.1022897933823491,0.4263902161214947,0.6908582256121719,0.776833795330198,0.7685100323188907,0.8855540231660901,1.2906951718462487,0.8599376207066673,0.8837043464733468,0.8538135148805012,1.0262210486063923,0.9873159230226582
252.1,-0.0,0.0861189003166958,0.3579033035547859,0.5465527847475956,0.6028183334167401,0.5977561580350582,0.6663412763274614,0.8453295429623142,0.6521680560987124,0.6643811161011134,0.6496400774559691,0.7431121865489799,0.7200089163773266
252.6,0.0237549840420962,0.1342671483669034,0.4598094066262355,0.719134054688108,0.8044356593483256,0.8002828254590004,0.9120516372343798,1.3169124581240996,0.8905779066871571,0.9136268882578296,0.8862101129047983,1.0674180461398703,1.0157494933409617
253.2,0.0876710864809734,0.2227054736988915,0.6842064745724931,1.288817166801988,1.8235019411566045,1.807555182666324,9.0,9.0,9.0,9.0,9.0,9.0,9.0
253.7,-0.0,0.0786020630389809,0.3778750884644399,0.5949345749268906,0.6677553604695624,0.6685715354714462,0.7465604385583662,1.009664001671363,0.7345453811656112,0.7513242347974718,0.73133862966741,0.8614146987841621,0.8183597407233268
254.2,0.0519844416125462,0.1799527985599006,0.582865150922203,0.987288401795948,1.1957177171741018,1.1983443305326589,1.5194905951870494,9.0,1.4498233067382418,1.5543942335913623,1.4571164228732247,9.0,2.4255592607984684
254.8,-0.0,0.0731187292792738,0.4005093820886437,0.6545346439469957,0.7530490002743571,0.7540950204854822,0.855234766801455,1.2906951848683053,0.8406369430648165,0.8616886149550274,0.8426078800471144,1.0310718623703068,0.9658051524315925
255.3,-0.0,0.0194570341598115,0.3202836169401134,0.5348332028973526,0.6138912732191604,0.6156809179275657,0.6923095502292884,0.9615554993737148,0.6816702621939936,0.6969822261080295,0.685429788441342,0.8155058589168607,0.7696210326880033
255.8,0.0772617056599694,0.2040053674461029,0.6055305893247813,0.9961162630654437,1.2072599597333906,1.2066938847278197,1.5201574977803651,9.0,1.4560476713306447,1.551954240469997,1.496737733106891,9.0,2.4136486225425418
256.4,0.0336276295755768,0.1584278319242611,0.5599040263548553,0.9473031859844916,1.1557190082375135,1.1581138788365293,1.4447900064762187,9.0,1.4006440525695194,1.4863972043771854,1.4455055192849389,9.0,2.181059615792045
256.9,-0.0,0.0724349172561151,0.3522655195074536,0.5408584252353031,0.6061343752479976,0.6099599165318093,0.6688724605270038,0.8699285365543188,0.66330741953218,0.6761920482219766,0.6699024145334164,0.7667981151535338,0.731733162836541
257.4,0.0644764490703656,0.1849322774402839,0.5505325686135376,0.8599793585784813,0.9982413799470246,1.0069377401846764,1.155674519533073,9.0,1.1377337303174964,1.1738855770076282,1.1611720076839454,1.525691047006278,1.3624697948515423
258.0,-0.0,0.0557823456022397,0.4220364892910073,0.7294882357195096,0.8711389544624747,0.8779854659311792,1.0227129374903738,9.0,1.0124166902706733,1.0458959480578884,1.0358549676371218,1.4064428433054017,1.2330337511077794
258.5,0.0412065283313403,0.1687483786431794,0.5764548174668719,0.9693883778385416,1.1909327133665752,1.1995747443081546,1.4885532789268068,9.0,1.464338063066594,1.5673573264666985,1.533849846260228,9.0,2.7502807018790407
259.0,-0.0,0.0206883530835333,0.2852130572126056,0.4526532726677568,0.5125002667529108,0.513713445958947,0.5626148894106636,0.7298192759825419,0.5610237236210599,0.5731981304300352,0.571041629130524,0.6503280716770735,0.6185821374415523
259.6,-0.0,0.0603311392061831,0.3456988517420102,0.5354444760571061,0.6053436703162535,0.607571215579949,0.6670474515812989,0.8832045464588746,0.666933644913088,0.6789909493574995,0.6772977916279692,0.7748930401140477,0.7338520003642498
260.1,-0.0,0.0455461374542721,0.4157473811363459,0.7282042900757619,0.8658264178356699,0.8761791958509095,1.0277943229021127,9.0,1.0300362640825018,1.0649589526565575,1.0599421537646485,1.4514794104041897,1.241311201185595
260.6,-0.0,-0.0,0.2635630348410989,0.4319818713031947,0.491246115115666,0.4944747810303332,0.545885173086627,0.7277231084922328,0.5465489433273583,0.5581372347665545,0.5567263180633759,0.6346174454104195,0.60075481437984
261.2,0.009057605513821,0.1428301477532464,0.6080184927281401,1.158640520131603,1.6630137477712736,1.691870528381627,9.0,9.0,9.0,9.0,9.0,9.0,9.0
261.7,0.0578218112949432,0.1714280893878062,0.5116119105276771,0.7652788347232545,0.8707829896331191,0.8717844791221798,0.9727431090806306,1.53211171804173,0.9819879534484744,1.0016095148222297,1.003589981945029,1.19797841214325,1.106628574205274
262.2,0.0182633061985725,0.1307141070024465,0.4708795926753694,0.7208788896227412,0.8237932077632467,0.8247670604436493,0.9241024014228312,1.4441932857287072,0.9361456736075138,0.955265848341758,0.9555697997857956,1.1477143769784803,1.0531137101177628
262.8,-0.0,-0.0,0.2526226716028149,0.4221799155693256,0.4813340504479648,0.4805589322803995,0.5309834960966612,0.7141126302100873,0.5390227982903903,0.5481175695729419,0.547498950605037,0.629073920201513,0.5897150778749041
263.3,0.0644111109229954,0.2243362482400512,0.9624342131586778,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
263.8,0.0880572904090718,0.2609002772867256,1.2374333932168549,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
264.4,-0.0,0.080591931757975,0.3956557967060674,0.6184282995365277,0.6995214611857341,0.7040616915574994,0.771651082337751,1.107339286999759,0.7884545625143159,0.8049612877458009,0.8039902965494568,0.9481234178748832,0.8749972835291218
264.9,0.0447196368576491,0.1687385897661099,0.5795595361469438,0.9688450600696172,1.1587380243904934,1.1767433266360527,1.396908610650731,9.0,1.4854298256788327,1.5704869674992674,1.5585426105536393,9.0,2.306484696470867
265.4,0.0249208755695137,0.1573362741813464,0.6142727798150516,1.1447951074684963,1.5210572496605814,1.575116821462333,9.0,9.0,9.0,9.0,9.0,9.0,9.0
266.0,-0.0,0.0821306705609449,0.4527624637509508,0.7656391599189984,0.8926780999522554,0.9103776462425852,1.0287184642296594,9.0,1.0771199486875065,1.1157315273489703,1.095276891135036,1.5254750821089431,1.2762708577520998
266.5,0.0716765594527512,0.1980598729022964,0.6036278464623979,0.9937767190895374,1.1808318768158914,1.2115927022541089,1.4273007905373911,9.0,1.525807284522327,1.6189091272105849,1.593391979685009,9.0,2.341334057910501
267.0,-0.0,-0.0,0.1693171770523028,0.3159910909424375,0.3576629217221307,0.3655039071478934,0.3971524715272109,0.5376260596152512,0.4101959529583449,0.4169380064042578,0.4153566429163129,0.4778770951284776,0.4466975995659818
267.6,-0.0,0.0050024067536132,0.2763727609595978,0.4557870788361297,0.5074472650270794,0.5188268245852856,0.560223561418737,0.7589919601226467,0.5760854209579349,0.5850864275860916,0.5859827076501571,0.6705904070460936,0.6262294360216103
268.1,-0.0,0.0864998299203476,0.4235738213513316,0.6856671902626421,0.7774375628040465,0.7979151033468602,0.8749972619705626,1.4306849817639604,0.9023763125294358,0.9255352078427236,0.9274146312448954,1.1317130478748076,1.0186371972849175
268.6,0.0738702115201436,0.2317950886423062,0.9164635047885146,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
