# ---
# experiment_id: ZIF-67 Synthesis - 5 identical vials_Shuan_20250728_192744
# experiment_name: ZIF-67 Synthesis - 5 identical vials
# operator_name: Shuan
# target_compound: ZIF-67
# project_id: None
# sample_type: MOF_synthesis
# solvent: methanol
# temperature_c: 25
# notes: Synthesis of 5 identical vials of MOF
# created_at: 2025-07-28T19:27:44.279184
# instrument_serial: 2
# measurement_timestamp: 2025-07-28T20:05:19.598894
# well_id: A4
# slot: Well A4 form UWSUNLab 10 Well Plate 14000 µL on slot 2
# pixels: 2068
# integration_time_us: 10000
# scans_averaged: 50
# boxcar_width: 50
# dark_id: dark_20250728_192915
# white_id: white_20250728_192926
# wavelength_unit: nm
# absorbance_unit: AU
# metal_precursor_name: Co+2
# metal_precursor_vol_ml: 1.66
# organic_precursor_name: 2-methylimidazole
# organic_precursor_vol_ml: 1.0375
# solvent_name: methanol
# solvent_vol_ml: 7.2625
# total_volume_ml: 9.96
# ---
wavelength_nm,0 min,20 min,40 min,60 min,80 min,100 min,120 min,140 min,160 min,180 min,200 min,220 min
214.3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
214.8,9.0,9.0,1.1746227118405113,0.8790047789592536,0.8199250375947535,0.7906367727224348,0.7791682063173689,0.7714431995680586,0.7868263555890884,0.765886253244766,0.7608538771653892,0.7939906063629976
215.3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
215.9,9.0,9.0,9.0,1.1604991439603287,1.0382010802228292,0.9719264067082009,0.9515032316839386,0.940873347706236,0.971293635047228,0.9338513447302076,0.920250868185326,0.984267761813913
216.4,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
217.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
217.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
218.1,9.0,9.0,1.3304250780620792,0.7633837419007666,0.6823333301428134,0.6365472072044291,0.6273625505302816,0.620579553633915,0.6391015415943407,0.6096334457732342,0.5990315198860181,0.6498944599234501
218.6,9.0,9.0,0.9894559183799552,0.6553445392036296,0.5937046931112592,0.5586870086866099,0.5506067494334917,0.5456319135359576,0.558687228092075,0.5368183141823464,0.5281798055040953,0.5679614026523708
219.2,9.0,9.0,9.0,1.3339027063441025,1.0323267806016727,0.9172983656929816,0.8936036817426819,0.8773870847394807,0.9205712155857284,0.8522413698416224,0.8308223496766359,0.9458302982999817
219.7,9.0,9.0,9.0,1.3526006135976636,1.042314224782836,0.9292964184089276,0.9024378674362576,0.8841213773993,0.926573984317372,0.855541679207617,0.8333951310884209,0.9517204653070673
220.2,9.0,9.0,1.1942402922814226,0.5536623599437421,0.4659384624852896,0.4230996991696564,0.4106957673447391,0.4007626530821081,0.4195083028838949,0.3878623389839836,0.3797358596389585,0.4308633951033249
220.8,9.0,9.0,9.0,9.0,1.5591902979355483,1.1309745680350145,1.0497035073639156,0.9993088058098776,1.100867640242411,0.9365379051821252,0.8947765644932163,1.1655770959735667
221.3,9.0,9.0,1.107235315796788,0.4970917978779959,0.4054876069640211,0.3608071647116899,0.3479183767031255,0.3415049152687608,0.3587467346700719,0.3285289131647979,0.3177959412541635,0.36697166257600583
221.9,9.0,9.0,9.0,9.0,9.0,1.4482828417599,1.3171615365581877,1.2826813061880764,1.5695065805494477,1.1722143665833336,1.0815422364706295,2.0226543703167854
222.4,9.0,9.0,9.0,0.7701272604922015,0.6363452496910653,0.58279448116169,0.5673829154904385,0.5684921794720793,0.6000981868706257,0.5506004918427456,0.5383396909631372,0.6279145249029403
223.0,9.0,9.0,9.0,0.9505596488317832,0.7800560954671949,0.7099069551975863,0.7053165137479852,0.706841208288586,0.7539396618224868,0.6954513943258764,0.6733733795138389,0.8076294913032944
223.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
224.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
224.6,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
225.1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
225.7,9.0,9.0,1.9480182171732845,0.6120307490378435,0.4635110195870103,0.4041028957862052,0.4049424212205559,0.4229583887934109,0.4748122729548964,0.4112059877745501,0.396289516107425,0.5685262851002671
226.2,9.0,1.116313591499585,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
226.8,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
227.3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
227.8,-0.0,-0.0,0.4029616142759885,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
228.4,-0.0,-0.0,0.0387291897854867,0.2528455212347223,0.3899625287340066,0.4983056332875017,0.4658328903777718,0.4508512618714885,0.3771296669259705,0.4687845503458876,0.5073325302075276,0.29278316071013155
228.9,0.2959387455965624,0.5949490080448228,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
229.5,0.3525008541793326,0.5231745230497616,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
230.0,0.1607269447070403,0.2892852567981499,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
230.5,-0.0,-0.0,0.2723348612630668,0.525371382935952,0.6855184440270656,0.8274974049352841,0.7920323034580439,0.753037252615774,0.6787120050889657,0.823853977075319,0.8043438155354036,0.5701162716134686
231.1,0.3584459357243512,0.4631207418204933,1.286223566403773,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
231.6,0.0873701444331596,0.1617029894699859,0.5366149327977379,0.8070890111049984,0.992339987654104,1.168874425603668,1.107348084140441,1.063094838280123,0.9847257244586776,1.150631388872539,1.1343512712488104,0.8614594985314151
232.2,0.1065944093687597,0.2160504078324632,1.0719199375846786,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
232.7,0.371063802611474,0.650615472694055,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
233.2,0.5336234923652968,0.8061238174291817,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
233.8,0.3663735722961772,0.4966189755752544,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
234.3,-0.0,-0.0,0.182412581261268,0.3273395769037091,0.417592205622552,0.4759606571067842,0.4644092865289135,0.4405838190913143,0.4085670536875478,0.4803875072412094,0.4739947310442168,0.372493835430337
234.9,-0.0,0.0562296394697869,0.3927985950053643,0.5942819636891438,0.7305514459949476,0.8376449479509439,0.8172347106417363,0.7735153296587233,0.7212733399414321,0.8388881434486957,0.8341417171528575,0.6650854582920082
235.4,0.0219426463708339,0.1157920622127025,0.6675306750665086,1.445366396573319,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
235.9,0.0587901029944365,0.1675583161056368,0.9829688324042088,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
236.5,0.3123051068975685,0.474963730575013,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
237.0,0.0575165112915474,0.1527550149759812,0.6786043471748249,1.3048051151420537,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.926938986219361
237.6,-0.0,0.0903960594209421,0.6143502375235023,1.2501010480672694,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
238.1,0.0491058821913405,0.1203162131088938,0.4231052792502189,0.5925056643592147,0.6969119064868252,0.7864247177906124,0.7710180692146551,0.7504579047911366,0.7036812664657089,0.7871327999197353,0.7806848032153089,0.6740170306638428
238.6,0.3070290287967702,0.450350987297497,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
239.2,0.0257101132375973,0.1210004427513426,0.6360610937062965,1.2187880188484426,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
239.7,0.3446951713757459,0.5092240161799988,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
240.3,-0.0,0.0027550760500651,0.3205297128769621,0.5074932728845156,0.6175285226650601,0.7210439709156603,0.7129480130230582,0.6849265744284091,0.6364097098343512,0.7274869143198023,0.7247310065492141,0.6155732772163705
240.8,0.196937081730458,0.2933229078319231,0.8181590194085959,1.4145391348323713,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
241.3,0.2445412748485413,0.3511725915932914,1.0089325974180283,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
241.9,-0.0,-0.0,0.1137911332836469,0.1926673851774959,0.2319240518572715,0.2599563974381912,0.2579689063468386,0.2535940426318139,0.238633753567786,0.2647754911883349,0.2622431546327722,0.23613961118783
242.4,0.0690115670748029,0.1586640500338258,0.590397583693037,0.930854852720012,1.2435443391738323,1.7269138428886883,1.7084304693486905,1.593295916335173,1.3287946361189338,1.956015341185726,1.8220289963441965,1.3136042692535033
243.0,0.0961054862438677,0.204058768506675,0.8354371238044681,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
243.5,0.0164274968876842,0.0961133896332147,0.431509998209232,0.6335607899754154,0.7694645861398323,0.8636072547670731,0.8705000319049254,0.8510413164847811,0.793049368625881,0.9031378598237092,0.890255040697724,0.7888333586909396
244.0,-0.0,0.0671363535906722,0.4968650392932589,0.8309654184141987,1.1578345508644563,1.5337404404700052,1.574474513600458,1.4851584690955704,1.2320522868513806,1.8740583981590235,1.7462439605837388,1.2284481629462685
244.6,-0.0,-0.0,0.1997185857307658,0.2933744002754049,0.3431055582632045,0.3714234840775482,0.3717723530362365,0.3689576921248312,0.350957898978382,0.3834451365081867,0.3806188074529203,0.3520783470082993
245.1,0.0526648938998782,0.127948463838711,0.4362951966604347,0.6052941401037139,0.709428016271664,0.7772412773609997,0.7780874798272488,0.7737203698824795,0.7314069371564085,0.8056646874144672,0.8011751813177859,0.7350877142250056
245.6,0.1046308290857945,0.2031646216010819,0.7025756299202671,1.1821362891528129,2.207008424139642,9.0,9.0,9.0,9.0,9.0,9.0,9.0
246.2,0.0590099028836366,0.1354410028638021,0.4504317818880216,0.6230806806441892,0.7265461239877317,0.7999698895835025,0.7995836077456138,0.7964290123058932,0.7538878968757574,0.8352153286012697,0.8266661083882831,0.7609657055531348
246.7,0.0651848830338573,0.165691698119485,0.6688323171570347,1.165538313747268,2.221651786846801,9.0,9.0,9.0,9.0,9.0,9.0,9.0
247.3,0.0270278357793353,0.1097380154214713,0.4599037010082454,0.667755369675518,0.8031044762700612,0.907466186803166,0.912175511851368,0.9024842069409148,0.840846305243481,0.9599687763203756,0.9532599739289506,0.8565436871450991
247.8,-0.0,-0.0,-0.0,0.0644892693968604,0.0964207816554779,0.1166410619585925,0.1174400295414703,0.115195512024089,0.1045406841063056,0.1251517743138226,0.1244140933072253,0.10752977421376436
248.3,0.0665798296893057,0.1752755543216177,0.7620192312687383,1.6479554244010794,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
248.9,0.0064173995618188,0.0818576900540505,0.3796606335208082,0.5341014769436083,0.6196993409150826,0.684465692569167,0.6870205456151023,0.6855333422395462,0.650465263449343,0.7183351729852349,0.7138115587822044,0.6595993216721114
249.4,0.0853858984196864,0.1745183806628795,0.5680334419565982,0.8236007711655519,1.0033761499631937,1.1740111093186705,1.1844552021276702,1.177170914266329,1.0849728922686457,1.290005666071502,1.2776189260530906,1.1067396361197575
249.9,-0.0,-0.0,0.230644278901539,0.3421842950419303,0.4005150782891831,0.442615289575356,0.4452909530035791,0.4432559492827761,0.4224280606614062,0.4644221048691414,0.4623701074605223,0.4291683439788856
250.5,0.0130257758993014,0.1006702066911347,0.4935078360564486,0.7467861008762539,0.9240074377331828,1.1048202202901436,1.1178839923763784,1.1079198849172756,1.01284564593631,1.229130203611526,1.2062145975951215,1.041096569671019
251.0,0.0278237425731249,0.1107224811703251,0.4684976531738349,0.6782895245056637,0.812913777864822,0.9318948724032666,0.939821134067508,0.9337840302780132,0.8764236274098861,1.0074261185834896,0.994776459576184,0.8980601722317414
251.5,-0.0,0.041578622795482,0.3989063523309133,0.6079324435573553,0.7402211401676647,0.8613790955747916,0.8708671171287051,0.863239481316151,0.8081573856392706,0.939591962781838,0.923233555621841,0.8295702786676975
252.1,-0.0,0.0318698274685239,0.3338542481136286,0.4916214071690483,0.5787096772291682,0.6539001570638822,0.6573269047084246,0.654015880719264,0.6215254238309587,0.6970493114959955,0.68650781384059,0.6357712366677686
252.6,-0.0,0.0738361792057868,0.4296168223875594,0.6379406283558641,0.7690949220550638,0.8903784181692203,0.8963023017661604,0.8937823163742544,0.8359914274050724,0.9714986090173554,0.9500403624719604,0.8670810616227044
253.2,0.048282025718518,0.148558307054953,0.6329505763270636,1.047064783287784,1.5480007125526245,9.0,9.0,9.0,2.4501811544259207,9.0,9.0,9.0
253.7,-0.0,0.0204505650973923,0.3495689160034577,0.5303887966931881,0.6404092902250995,0.7320653601912421,0.7375549548628857,0.7357173745757435,0.691738537627325,0.7977411736558525,0.7812222916093138,0.7171942345949031
254.2,0.0160020329260842,0.1098565991886193,0.5410751943698869,0.8484874070467243,1.10809173929587,1.4376993818759105,1.477057191412975,1.4615518224277873,1.266440987706524,1.967072587378163,1.7780867495918329,1.3653111015451602
254.8,-0.0,0.0116497437949173,0.3697545849053543,0.5794292937296815,0.7147651437922623,0.8357483942467924,0.8478745259330981,0.8406369513585565,0.7799006358203586,0.935658340364696,0.9046114452739146,0.8144989137947108
255.3,-0.0,-0.0,0.2931759748316973,0.4765076993650369,0.5851779645936257,0.6780857737774348,0.6869573286509019,0.6793727875995607,0.6374271237860131,0.7477900032751534,0.7288458031833749,0.6623807571726115
255.8,0.0430231734949985,0.1359381564543849,0.5673406523080788,0.8710614491224539,1.1246307221791485,1.4448096157245796,1.481206211064278,1.4507229542265945,1.2911494421037788,1.9530368300884189,1.7601014038765035,1.3772573219638948
256.4,-0.0,0.0919803955930247,0.5208515182157727,0.8217963981482059,1.072696902881091,1.379839347088801,1.4194504587281789,1.3904324320899264,1.2371103886906052,1.8365187894100607,1.6892598989244465,1.3201195553764256
256.9,-0.0,0.0189550371900527,0.3279016491218607,0.4889310224332395,0.5836750026602066,0.6587051355601707,0.6656269819636034,0.6606074884511708,0.6282546047853945,0.7142554637556785,0.7008242114256814,0.6472452194705607
257.4,0.0323410309487741,0.1214092493247825,0.5145358106976996,0.7666626314068462,0.9458482472343837,1.1228820267299724,1.1416051622495904,1.1303959658640623,1.0499533444922189,1.3012886643482038,1.255486257820273,1.0974215856936294
258.0,-0.0,-0.0,0.3874601941496682,0.6371671404910881,0.8173712520184191,0.9951877279912922,1.0187840733154785,1.0002550588839052,0.9206243188360156,1.1688409279562608,1.1334162935189491,0.9721045456468058
258.5,0.0074132154223665,0.1017111972229864,0.5350243267403139,0.8434233699889016,1.107776692159138,1.4360195278062986,1.4912025921448826,1.4366887193469682,1.2829268169417485,2.027183340849429,1.8108475743596304,1.3808366975480826
259.0,-0.0,-0.0,0.2628995200106033,0.4094510936743692,0.4940969368682162,0.5579515318921099,0.5652012450907596,0.5565622350773832,0.5311072088436903,0.6027669137177485,0.5934564267970387,0.5484092357150229
259.6,-0.0,0.0072388037685189,0.3212797546855645,0.4853206551133299,0.5844271915356856,0.662292977787789,0.670188941491371,0.6588168112803944,0.629088184622266,0.7173116479320364,0.7057734911024225,0.6507392490600648
260.1,-0.0,-0.0,0.3810723251957005,0.637167140495113,0.8301514149282933,1.0170665778188457,1.0366693099666926,1.005078928384882,0.9266562838329068,1.186892126539162,1.1534257156705023,0.9881330481048399
260.6,-0.0,-0.0,0.2393939157209474,0.3897814790275666,0.476703922644426,0.5434285929509,0.549261954856674,0.540517635950674,0.51547052885989,0.58814571790616,0.5811529278644546,0.5359558693108227
261.2,-0.0,0.0737827701242513,0.5570664377323835,0.9720592493182466,1.4852714997004623,9.0,9.0,9.0,2.3745699384914336,9.0,9.0,9.0
261.7,0.0249924521275379,0.1133150093071887,0.478543513864048,0.697470723487934,0.8455235957003334,0.972354052447442,0.986082746629877,0.9633099360549188,0.9165062945825714,1.0781778855562132,1.0598392254483897,0.9600844893524337
262.2,-0.0,0.0750359470625847,0.4367640831645841,0.6528202027852458,0.7980809391590421,0.9237255015062036,0.937018822596856,0.9134866264084328,0.8721859419700305,1.0258230835487032,1.0100288126395771,0.9103701012949504
262.8,-0.0,-0.0,0.2283084730069866,0.3777785770786067,0.4658519744953284,0.5322671764806733,0.5394426995195284,0.5265202844513015,0.5077650985048365,0.5774180272592488,0.571397652665991,0.5257054703199924
263.3,0.0208746536386972,0.1435048971422885,0.8455434182583725,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
263.8,0.0426845973282954,0.1736383345952615,1.0359411879479996,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
264.4,-0.0,0.028795672636669,0.3660093007305639,0.5581792535364111,0.6792381029137565,0.7769465796110703,0.7879509479281761,0.7638269890163792,0.7421359401703341,0.851900170826769,0.8382056160371026,0.7680647052235718
264.9,0.009167489454361,0.1096902394718331,0.5362136464853849,0.8471579288308967,1.109531604794423,1.4330964430776174,1.472242769376597,1.3702998091144194,1.2882311803613449,1.9391596276728085,1.8007685069584345,1.3957900374671477
265.4,-0.0,0.0938551665130131,0.564921568081966,0.9567862102447215,1.4016433708067348,9.0,9.0,3.3191491237994897,2.013069113388989,9.0,9.0,9.0
266.0,-0.0,0.0250720675110934,0.4176336324367806,0.6742109890411587,0.8645366296834524,1.041521420479943,1.0663699120053065,1.0197608447546989,0.9779165602637668,1.215288488600882,1.187734149732241,1.037025283155939
266.5,0.0378234425297758,0.138568450205472,0.566151349402493,0.8782335416561977,1.1397821891075504,1.453577779946689,1.5017958075524551,1.4051491861885894,1.3336736247813477,1.9740090036521016,1.813483472376855,1.4396698959174161
267.0,-0.0,-0.0,0.1509781002296006,0.2812547256099867,0.351260434378022,0.4008006131377417,0.4066402422508018,0.394402917850403,0.3856998576789451,0.4384072882046557,0.4305264646160627,0.3997164841278236
267.6,-0.0,-0.0,0.2547658667542067,0.4111366622730909,0.500488403447106,0.5636189539630576,0.5720881804680454,0.5558841279892105,0.543762280654759,0.6148780271239535,0.6025874911500401,0.563618953749952
268.1,-0.0,0.0334275250085303,0.3938820304828105,0.6176503433617144,0.7629436471914931,0.8803011581717658,0.9017217598851748,0.8678518199208716,0.8430762568797875,0.9904632732497092,0.9630367189796648,0.881726536812499
268.6,0.0341388053147834,0.1565625968841431,0.8278182529750682,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
269.2,-0.0,0.0090069971352444,0.3244527820232213,0.5004493594988043,0.6010175829409724,0.672279117294715,0.6857354727735688,0.6648470472218014,0.6538309050670467,0.7342484055856829,0.7204068460770156,0.6756708186376974
269.7,-0.0,0.0586381321373735,0.3745953287611743,0.5500253748486369,0.6530135585265417,0.7227138919847153,0.737014050369682,0.7144682070528982,0.7075447862887934,0.7874796953804076,0.7716854236731289,0.7278014767965891
270.2,-0.0,0.0430371439542661,0.3802439384700571,0.577863575719127,0.6997147352299978,0.7829305211062653,0.801837661050759,0.7747702608818978,0.7651886822806405,0.8673868625064262,0.846988600377078,0.7913803550042362
270.8,0.0862996865318683,0.2237119615360787,1.193507031291332,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
271.3,8.979925031958381e-05,0.1057767402338078,0.5669107111775044,0.955671153363158,1.3668894499219073,2.174219019757317,9.0,2.0020587420883205,1.91357775382539,9.0,9.0,3.0434378102608863
271.8,-0.0,0.0224689780221614,0.4408051881840885,0.7480421249340904,1.001221480559435,1.2311686142910525,1.3103061123416362,1.2077680631841163,1.1901138763478325,1.6367151358496024,1.4848265556128757,1.283114141051695
272.4,0.0136385282479925,0.1373193043584083,0.7803993022532129,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
272.9,-0.0,0.0564374431160164,0.4431954476815675,0.7014813433479211,0.8866439213387732,1.0366810095835135,1.0769755997133128,1.0159282359974475,1.0077370285624188,1.2078525504001836,1.1497700322007844,1.0566808329948834
273.4,-0.0,-0.0,0.3117485572292809,0.4870121686484439,0.5917976773294233,0.6614355295771077,0.6779645918614254,0.6509566099004559,0.6514091846046611,0.726524196654559,0.705565656076272,0.6697526160487439
274.0,0.0067889796660613,0.1190400185761179,0.6219426208308283,1.1144717905649055,2.182685144991339,9.0,9.0,9.0,9.0,9.0,9.0,9.0
274.5,0.004645571556241,0.1357384586563766,0.8744203095855719,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
275.0,-0.0,0.1030339724919922,0.7227796277536211,2.8859042409779256,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
275.6,0.0161278796092546,0.123108795478458,0.5716809144169978,0.934306314355432,1.294806679221284,1.7930657248191826,2.1282142111734585,1.6695772452269524,1.673956738652962,9.0,9.0,1.8718610160373736
276.1,-0.0,0.0812229474122581,0.4914181598636283,0.785487712802775,1.0230040957079136,1.2131255818688156,1.2889049641677022,1.1835263469134685,1.1956997360417496,1.515742720224801,1.4132850772407548,1.2422471365476087
276.6,-0.0,0.1155549480117833,0.728115368124759,2.2072043573960864,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
277.2,-0.0,0.0726487803729016,0.7613246142071978,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
